4.677986,-1.966398,1.688301,-3.354441,1.043490,-1.798730,-0.767414,-1.614851,-0.185658,-0.029143,-0.400619,-0.742146,-0.550976,5.495128,1.880190,2.400241,2.949682,1.890468,1.410196,0.803002,1.311613,0.601646,0.769883,0.416295,0.564592,0.349746,car_horn
4.677564,-2.953498,1.426739,-2.261733,0.930528,-2.665626,-0.332971,-0.714048,0.139587,-0.898208,-0.069456,-0.515518,-0.361923,5.228143,2.776225,1.923683,2.075249,1.472251,2.427163,0.554742,0.577265,0.766374,0.758806,0.532139,0.454760,0.376218,car_horn
3.872289,-3.173699,1.931834,-1.202015,0.610031,-2.204595,-0.295343,-0.319409,-0.161939,-1.040936,-0.305191,0.023983,-0.250745,4.417526,3.198602,2.348993,1.241013,1.159666,2.092606,0.540943,0.634752,0.439129,1.018796,0.385876,0.508423,0.394474,car_horn
5.160424,-3.750595,2.151555,-1.886166,1.334776,-2.151562,-0.546990,-0.359816,0.054898,-1.013008,-0.501346,-0.066345,-0.172005,5.463763,3.720774,2.451514,1.853812,1.627613,2.086991,0.654731,0.591023,0.497059,0.950790,0.567042,0.393286,0.332839,car_horn
2.252624,-3.644894,1.939464,-1.974539,1.823046,-1.844794,-1.132419,-0.942162,0.582952,-0.769522,-0.330539,-0.397490,-0.185101,3.637889,3.615376,2.440087,2.035043,2.167108,1.868980,1.226150,1.161215,1.018720,0.892772,0.453530,0.655595,0.546549,car_horn
6.916263,-1.916870,-1.926679,-0.422197,-0.044886,-0.513993,-0.930749,0.204847,-0.182869,-0.484676,-0.200917,0.080584,-0.355585,7.516033,1.872476,1.738356,0.428750,0.563362,0.431152,0.707513,0.660151,0.429945,0.431295,0.414888,0.586596,0.408245,car_horn
7.452812,-2.279608,-2.703282,-0.344167,-0.397773,-0.746136,-1.275186,0.004277,-0.115694,-0.540836,-0.443801,0.151515,-0.044545,7.696106,2.552282,2.796408,0.443893,0.590583,0.814838,1.319671,0.406440,0.389709,0.635624,0.555071,0.413624,0.332746,car_horn
6.168930,-2.717832,-0.162309,-0.439757,1.237173,0.543379,0.443083,-0.288413,0.080367,-0.055215,0.108856,0.406305,0.458418,6.069935,3.476747,0.778339,1.069494,0.906718,0.423222,0.411529,0.916407,0.504394,0.710774,0.490995,0.284565,0.347727,car_horn
3.019898,-3.206009,-0.996254,-1.121458,-0.034395,-0.290254,-1.103954,-1.498939,-0.265758,-0.535340,-1.807640,-0.949145,-0.184435,3.694728,4.533208,1.135193,1.406182,0.917666,0.321814,1.118099,1.692126,0.392234,0.629097,1.890726,0.837011,0.350336,car_horn
7.779931,-4.062556,1.721843,1.769079,-1.188412,1.591862,-0.584772,-0.512296,0.705042,-1.874002,-0.666777,1.175394,-0.237778,8.665190,4.439090,2.300760,2.177040,1.111264,1.980615,0.523433,0.488976,1.070388,1.893644,0.832339,1.565558,0.400833,car_horn
6.901921,-3.684147,1.364940,1.866081,-0.536725,1.374262,-0.372379,0.031483,0.652656,-1.593089,-0.573186,1.013222,-0.258261,8.007605,3.963559,1.802797,2.457323,0.611901,1.810868,0.398342,0.553940,1.006777,1.599113,0.737978,1.376909,0.332767,car_horn
6.743490,-1.589082,1.710413,-0.349812,0.980655,-0.287287,1.046665,0.219518,0.007246,0.610514,-0.228082,0.098408,0.151778,6.814498,1.908916,1.720844,0.733436,0.964487,0.595240,1.036332,0.329196,0.393620,0.564366,0.518548,0.330768,0.278790,car_horn
6.477888,-5.600930,-2.884918,-2.594764,-2.652779,-0.088684,-1.572590,-0.526930,-0.530154,-0.363625,-0.862632,-0.590556,-0.044759,6.795508,6.020489,2.989535,2.694792,2.723854,0.591185,1.643808,0.703975,0.606864,0.484436,0.881614,0.621723,0.312384,car_horn
